   Operation      Sample         Ops
SeqOut Block   0            1      889.00
SeqOut Block   0            2      818.00
SeqOut Block   0            3      806.00
SeqOut Block   0            4      808.00
SeqOut Block   0            5      822.00
SeqOut Block   0            6      818.00
SeqOut Block   0            7      816.00
SeqOut Block   0            8      811.00
SeqOut Block   0            9      811.00
SeqOut Block   0           10      807.00
SeqOut Block   0           11      806.00
SeqOut Block   0           12      809.00
SeqOut Block   0           13      889.00
SeqOut Block   0           14      810.00
SeqOut Block   0           15      844.00
SeqOut Block   0           16      823.00
SeqOut Block   0           17      812.00
SeqOut Block   0           18      812.00
SeqOut Block   0           19      804.00
SeqOut Block   0           20      811.00
SeqOut Block   0           21      806.00
SeqOut Block   0           22      806.00
SeqOut Block   0           23      812.00
SeqOut Block   0           24      820.00
SeqOut Block   0           25      810.00
SeqOut Block   0           26      908.00
SeqOut Block   0           27      809.00
SeqOut Block   0           28      815.00
SeqOut Block   0           29      810.00
SeqOut Block   0           30      805.00
SeqOut Block   0           31      839.00
SeqOut Block   0           32      822.00
SeqOut Block   0           33      803.00
SeqOut Block   0           34      810.00
SeqOut Block   0           35      805.00
SeqOut Block   0           36      806.00
SeqOut Block   0           37      809.00
SeqOut Block   0           38      925.00
SeqOut Block   0           39      806.00
SeqOut Block   0           40      814.00
SeqOut Block   0           41      801.00
SeqOut Block   0           42      808.00
SeqOut Block   0           43      800.00
SeqOut Block   0           44      812.00
SeqOut Block   0           45      802.00
SeqOut Block   0           46      803.00
SeqOut Block   0           47      835.00
SeqOut Block   0           48      807.00
SeqOut Block   0           49      809.00
SeqOut Block   0           50      892.00
SeqOut Block   0           51      803.00
SeqOut Block   0           52      810.00
SeqOut Block   0           53      802.00
SeqOut Block   0           54      809.00
SeqOut Block   0           55      802.00
SeqOut Block   0           56      804.00
SeqOut Block   0           57      811.00
SeqOut Block   0           58      801.00
SeqOut Block   0           59      815.00
SeqOut Block   0           60      805.00
SeqOut Block   0           61      806.00
SeqOut Block   0           62      921.00
SeqOut Block   0           63      829.00
SeqOut Block   0           64      807.00
SeqOut Block   0           65      800.00
SeqOut Block   0           66      804.00
SeqOut Block   0           67      799.00
SeqOut Block   0           68      802.00
SeqOut Block   0           69      810.00
SeqOut Block   0           70      797.00
SeqOut Block   0           71      804.00
SeqOut Block   0           72      798.00
SeqOut Block   0           73      800.00
SeqOut Block   0           74      806.00
SeqOut Block   0           75      889.00
SeqOut Block   0           76      808.00
SeqOut Block   0           77      802.00
SeqOut Block   0           78      797.00
SeqOut Block   0           79      835.00
SeqOut Block   0           80      798.00
SeqOut Block   0           81      808.00
SeqOut Block   0           82      797.00
SeqOut Block   0           83      800.00
SeqOut Block   0           84      808.00
SeqOut Block   0           85      803.00
SeqOut Block   0           86      809.00
SeqOut Block   0           87      910.00
SeqOut Block   0           88      802.00
SeqOut Block   0           89      818.00
SeqOut Block   0           90      805.00
SeqOut Block   0           91      809.00
SeqOut Block   0           92      801.00
SeqOut Block   0           93      804.00
SeqOut Block   0           94      811.00
SeqOut Block   0           95      834.00
SeqOut Block   0           96      811.00
SeqOut Block   0           97      805.00
SeqOut Block   0           98      811.00
SeqOut Block   0           99      930.00
SeqOut Block   0          100      817.00
SeqOut Block   0          101      824.00
SeqOut Block   0          102      823.00
SeqOut Block   0          103      830.00
SeqOut Block   0          104      816.00
SeqOut Block   0          105      814.00
SeqOut Block   0          106      807.00
SeqOut Block   0          107      811.00
SeqOut Block   0          108      806.00
SeqOut Block   0          109      804.00
SeqOut Block   0          110      801.00
SeqOut Block   0          111      912.00
SeqOut Block   0          112      828.00
SeqOut Block   0          113      823.00
SeqOut Block   0          114      804.00
SeqOut Block   0          115      800.00
SeqOut Block   0          116      804.00
SeqOut Block   0          117      813.00
SeqOut Block   0          118      821.00
SeqOut Block   0          119      811.00
SeqOut Block   0          120      804.00
SeqOut Block   0          121      808.00
SeqOut Block   0          122      803.00
SeqOut Block   0          123      909.00
SeqOut Block   0          124      817.00
SeqOut Block   0          125      805.00
SeqOut Block   0          126      811.00
SeqOut Block   0          127      798.00
SeqOut Block   0          128      840.00
SeqOut Block   0          129      801.00
SeqOut Block   0          130      802.00
SeqOut Block   0          131      797.00
SeqOut Block   0          132      797.00
SeqOut Block   0          133      805.00
SeqOut Block   0          134      800.00
SeqOut Block   0          135      809.00
SeqOut Block   0          136      901.00
SeqOut Block   0          137      816.00
SeqOut Block   0          138      809.00
SeqOut Block   0          139      802.00
SeqOut Block   0          140      807.00
SeqOut Block   0          141      800.00
SeqOut Block   0          142      803.00
SeqOut Block   0          143      809.00
SeqOut Block   0          144      830.00
SeqOut Block   0          145      809.00
SeqOut Block   0          146      804.00
SeqOut Block   0          147      800.00
SeqOut Block   0          148      916.00
SeqOut Block   0          149      804.00
SeqOut Block   0          150      809.00
SeqOut Block   0          151      803.00
SeqOut Block   0          152      803.00
SeqOut Block   0          153      810.00
SeqOut Block   0          154      804.00
SeqOut Block   0          155      809.00
SeqOut Block   0          156      813.00
SeqOut Block   0          157      805.00
SeqOut Block   0          158      813.00
SeqOut Block   0          159      803.00
SeqOut Block   0          160      952.00
SeqOut Block   0          161      809.00
SeqOut Block   0          162      812.00
SeqOut Block   0          163      801.00
SeqOut Block   0          164      803.00
SeqOut Block   0          165      809.00
SeqOut Block   0          166      805.00
SeqOut Block   0          167      807.00
SeqOut Block   0          168      802.00
SeqOut Block   0          169      804.00
SeqOut Block   0          170      808.00
SeqOut Block   0          171      802.00
SeqOut Block   0          172      951.00
SeqOut Block   0          173      803.00
SeqOut Block   0          174      804.00
SeqOut Block   0          175      808.00
SeqOut Block   0          176      835.00
SeqOut Block   0          177      822.00
SeqOut Block   0          178      817.00
SeqOut Block   0          179      823.00
SeqOut Block   0          180      822.00
SeqOut Block   0          181      817.00
SeqOut Block   0          182      832.00
SeqOut Block   0          183      816.00
SeqOut Block   0          184      810.00
SeqOut Block   0          185      919.00
SeqOut Block   0          186      817.00
SeqOut Block   0          187      809.00
SeqOut Block   0          188      802.00
SeqOut Block   0          189      812.00
SeqOut Block   0          190      828.00
SeqOut Block   0          191      803.00
SeqOut Block   0          192      838.00
SeqOut Block   0          193      803.00
SeqOut Block   0          194      815.00
SeqOut Block   0          195      801.00
SeqOut Block   0          196      803.00
SeqOut Block   0          197      914.00
SeqOut Block   0          198      815.00
SeqOut Block   0          199      813.00
SeqOut Block   0          200      813.00
SeqOut Block   0          201      804.00
SeqOut Block   0          202      828.00
SeqOut Block   0          203      815.00
SeqOut Block   0          204      811.00
SeqOut Block   0          205      809.00
SeqOut Block   0          206      806.00
SeqOut Block   0          207      821.00
SeqOut Block   0          208      833.00
SeqOut Block   0          209      923.00
SeqOut Block   0          210      804.00
SeqOut Block   0          211      801.00
SeqOut Block   0          212      808.00
SeqOut Block   0          213      802.00
SeqOut Block   0          214      808.00
SeqOut Block   0          215      801.00
SeqOut Block   0          216      799.00
SeqOut Block   0          217      805.00
SeqOut Block   0          218      804.00
SeqOut Block   0          219      809.00
SeqOut Block   0          220      817.00
SeqOut Block   0          221      919.00
SeqOut Block   0          222      826.00
SeqOut Block   0          223      816.00
SeqOut Block   0          224      842.00
SeqOut Block   0          225      816.00
SeqOut Block   0          226      813.00
SeqOut Block   0          227      804.00
SeqOut Block   0          228      806.00
SeqOut Block   0          229      828.00
SeqOut Block   0          230      803.00
SeqOut Block   0          231      808.00
SeqOut Block   0          232      802.00
SeqOut Block   0          233      912.00
SeqOut Block   0          234      810.00
SeqOut Block   0          235      801.00
SeqOut Block   0          236      806.00
SeqOut Block   0          237      801.00
SeqOut Block   0          238      808.00
SeqOut Block   0          239      810.00
SeqOut Block   0          240      829.00
SeqOut Block   0          241      809.00
SeqOut Block   0          242      804.00
SeqOut Block   0          243      799.00
SeqOut Block   0          244      806.00
SeqOut Block   0          245      899.00
SeqOut Block   0          246      824.00
SeqOut Block   0          247      802.00
SeqOut Block   0          248      801.00
SeqOut Block   0          249      808.00
SeqOut Block   0          250      805.00
SeqOut Block   0          251      808.00
SeqOut Block   0          252      802.00
SeqOut Block   0          253      802.00
SeqOut Block   0          254      811.00
SeqOut Block   0          255      802.00
SeqOut Block   0          256      837.00
SeqOut Block   0          257      804.00
SeqOut Block   0          258      928.00
SeqOut Block   0          259      803.00
SeqOut Block   0          260      801.00
SeqOut Block   0          261      809.00
SeqOut Block   0          262      802.00
SeqOut Block   0          263      809.00
SeqOut Block   0          264      802.00
SeqOut Block   0          265      803.00
SeqOut Block   0          266      809.00
SeqOut Block   0          267      804.00
SeqOut Block   0          268      806.00
SeqOut Block   0          269      804.00
SeqOut Block   0          270      900.00
SeqOut Block   0          271      817.00
SeqOut Block   0          272      835.00
SeqOut Block   0          273      815.00
SeqOut Block   0          274      805.00
SeqOut Block   0          275      805.00
SeqOut Block   0          276      810.00
SeqOut Block   0          277      804.00
SeqOut Block   0          278      811.00
SeqOut Block   0          279      806.00
